;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;27;5.3961635535411085;0
25;28;5.378358721059675;0
26;28;3.6842406984907528;0
27;28;4.320923636230543;0
28;28;2.6409939471250787;0
29;1;0.5872969991513954;0
30;28;3.9418397304276604;0
31;28;4.288929998981494;0
32;28;5.2703328853229445;0
33;28;5.3270760144895695;0
34;21;4.2532948703012385;0
35;28;5.148237266375793;0
36;11;1.2932670428068647;0
37;28;3.684083707773417;0
38;27;5.317390047974493;0
39;15;3.100578589052057;0
40;4;0.7744866992781017;0
41;9;1.160279721673767;0
