;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;28;5.318095380591439;0
25;28;5.2802728854445675;0
26;28;2.0877545450256902;0
27;28;4.555113854353807;0
28;28;4.676528025218063;0
29;28;2.1508095234168207;0
30;28;4.189436128013629;0
31;28;3.3120217772948854;0
32;28;3.681313504771371;0
33;28;2.5798380525774722;0
34;28;2.965469534683585;0
35;28;4.844961270247666;0
36;28;4.2375718195125005;0
37;28;3.9422655077366793;0
38;28;3.2357310950951534;0
39;28;2.275826174667799;0
40;28;2.2155441016406314;0
41;28;3.467164397056265;0
42;28;3.778239021366864;0
43;28;5.215176252545693;0
