;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;28;9.17040449215239;0
25;28;5.335868941737613;0
26;28;12.88154323947978;0
27;28;4.996644505011993;0
28;28;5.408410671082955;0
29;28;5.48411515965485;0
30;28;4.965136874103089;0
31;17;10.092734965994648;0
32;28;16.12368390362705;0
33;28;4.5384504210206895;0
34;28;10.52731015508435;0
35;28;11.426922716577899;0
36;28;5.903989162707047;0
37;28;4.292993725948657;0
38;28;13.421445262653;0
39;28;15.118445297260854;0
