;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;1;0.6937905303215979;0
25;24;2.1296292830385806;0
26;11;3.6082690509611295;0
27;8;3.5440945600449965;0
28;28;1.8169072642468436;0
29;27;1.7600909618148557;0
30;5;3.9880624450136715;0
31;28;4.809985888581334;0
32;1;1.1627051388900655;0
33;28;2.470718237537859;0
34;9;3.763653384451204;0
35;13;4.8034347935128245;0
