;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;1;1.717156022671167;0
25;1;1.7429916814695128;0
26;1;1.7672127008252327;0
27;11;3.145621208486051;0
28;27;5.37395561790447;0
29;1;1.8830247301490968;0
30;1;1.759266399450719;0
31;1;1.7485595118613075;0
32;1;1.7182856282754526;0
33;1;1.811015373412908;0
34;7;2.57221436901455;0
35;1;1.7220519801028131;0
36;11;3.1738103664008857;0
37;17;3.990354375043886;0
38;27;5.339631188904438;0
39;13;3.4346403779711263;0
40;4;2.304214535749246;0
41;9;2.950892861083993;0
