;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;26;4.1065366041830025;0
25;27;4.261239671507397;0
26;1;1.7409889395729685;0
27;11;1.7142857142857142;0
28;17;3.8113822645312485;0
29;1;1.7322968230788285;0
30;27;4.204374721135038;0
31;13;1.7142857142857142;0
32;17;1.7142857142857142;0
33;2;1.9559966455998001;0
34;27;5.052876064599289;0
35;7;2.373352564849381;0
36;3;1.792233734182901;0
37;11;1.7672902293714075;0
