;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;28;2.8101490234245645;0
25;28;0.9046585596004212;0
26;28;4.293847746493261;0
27;28;1.1519099714257983;0
28;28;0.8773112683017561;0
29;28;1.4520424272412606;0
30;28;1.0831258575312803;0
31;17;3.4868808327212157;0
32;28;5.3718835434415455;0
33;28;1.5128168070068964;0
34;28;3.509103385028117;0
35;28;3.5901438348189116;0
36;28;1.0850051668950245;0
37;28;1.4066899134794086;0
38;28;4.34642719506206;0
39;28;4.989895924473776;0
