;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;1;0.5178930145760131;0
25;1;0.5383080691686959;0
26;23;2.2615004697415286;0
27;6;0.9297196127648413;0
28;5;0.8641851492955768;0
29;23;2.227465940258568;0
30;9;1.1270976735610305;0
31;15;1.6006904865356644;0
32;12;1.4013617339564701;0
33;20;1.9958936759057893;0
34;17;1.7877453840154114;0
35;4;0.7732716894841756;0
36;8;1.1011159723012374;0
37;10;1.2605103870022412;0
38;15;1.6418691141215114;0
39;22;2.159987003441408;0
40;22;2.1925248306532517;0
41;14;1.51695076921185;0
42;12;1.349045256552292;0
43;2;0.5734446012581249;0
