;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;28;0.9752917494201543;0
25;4;1.098530928374175;0
26;28;3.8128576256729785;0
27;8;1.9118108799100075;0
28;28;5.394706844323937;0
29;28;5.014400173307377;0
30;28;4.7332980865532575;0
31;28;2.3664871890734434;0
32;28;1.1915387776434767;0
33;28;1.3206815380413757;0
34;28;3.8440254870603923;0
35;28;3.9445314739353794;0
