;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;28;3.843532286538964;0
25;28;2.5314477304782805;0
26;28;3.578396975899337;0
27;28;5.822288617454419;0
28;28;5.1399587286368265;0
29;28;1.9121535462064685;0
30;28;1.7672127008252327;0
31;28;1.7667131280418527;0
32;28;16.097639521531523;0
33;28;15.865924300114347;0
