;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;28;1.6119146650000395;0
25;28;1.6977439730672412;0
26;28;2.2111613840837614;0
27;28;4.088518225623711;0
28;28;1.7162706888729613;0
29;28;1.712001885807199;0
30;28;2.6892764529037905;0
31;17;2.791527766060854;0
32;28;1.423124706041872;0
33;28;4.19761205514545;0
34;28;2.771693070844578;0
35;28;2.557499603822305;0
36;28;1.8332305250332002;0
37;28;1.428748381693106;0
38;28;2.082613283328233;0
39;28;1.6785656560406486;0
