;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;28;5.3971296916145475;0
25;28;1.7213504025291868;0
26;28;3.6842406984907528;0
27;28;2.066544844716594;0
28;28;2.6149495650295487;0
29;28;1.7992872237240751;0
30;28;3.9418397304276604;0
31;28;4.288929998981494;0
32;28;5.2703328853229445;0
33;28;1.7380913879024766;0
34;28;4.5420713452711645;0
35;28;5.148237266375793;0
36;28;4.339631804574074;0
37;28;2.2744380828173028;0
38;28;5.338193836259305;0
39;28;3.6796453363145885;0
40;28;5.01082470298966;0
41;28;4.511689490716724;0
