;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;28;4.054890198723286;0
25;28;4.260518368000282;0
26;28;4.241022326406618;0
27;28;2.844711674693837;0
28;28;3.484977015232911;0
29;28;0.8977367411969266;0
30;28;4.19761205514545;0
31;28;3.189748444902988;0
32;28;3.654652774443222;0
33;28;1.8742822738752527;0
34;28;5.0308175963855915;0
35;28;2.3075901083148356;0
36;28;1.6381310688947441;0
37;28;2.5029235274240738;0
