;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;1;0.5750899297940584;0
25;1;0.621917780928281;0
26;23;4.574559535732604;0
27;6;1.5197337241835078;0
28;5;1.3694114173991905;0
29;23;4.496491467248347;0
30;9;1.9724775758427753;0
31;15;3.058800105304077;0
32;12;2.601581776047476;0
33;20;3.9653132882875415;0
34;17;3.487864786632354;0
35;4;1.1608750187911114;0
36;8;1.912881005415601;0
37;10;2.278498343804713;0
38;15;3.1532552356466024;0
39;22;4.341708946651899;0
40;22;4.416343894209344;0
41;14;2.8667187665518927;0
42;12;2.481578755500675;0
43;2;0.7025136121364098;0
