;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;27;1.79896711056876;0
25;28;1.8280383865516168;0
26;28;4.02293343465978;0
27;28;3.198048622242189;0
28;28;5.374561301209018;0
29;1;0.5872969991513954;0
30;28;3.689188776930201;0
31;28;3.23949949817492;0
32;28;1.9679963875690156;0
33;28;1.894480132170747;0
34;21;1.4912716958503334;0
35;28;2.126183164318155;0
36;11;2.3536352382327914;0
37;28;4.023136831438214;0
38;27;5.317390047974493;0
39;15;1.1809250047447843;0
40;4;1.1636619962884422;0
41;9;2.048590230957043;0
