;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;26;6.016228546727763;0
25;27;5.4078099088627445;0
26;27;5.391145772667911;0
27;11;4.02293343465978;0
28;17;7.092612641345429;0
29;1;15.357706481939406;0
30;27;5.3737816641634435;0
31;13;3.689188776930201;0
32;17;3.23949949817492;0
33;2;5.232003612430985;0
34;27;2.1576747860749723;0
35;7;5.4;0
36;1;6.308653100600575;0
37;11;10.227717898625219;0
