;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;28;1.665548168337331;0
25;28;1.4325619709556223;0
26;28;1.9121535462064685;1
27;28;2.9430735722181387;0
28;28;12.005854133273434;0
29;28;5.3718835434415455;0
30;28;1.5128168070068964;0
31;28;3.3119492465508307;0
32;28;3.8089742388592995;0
33;28;2.471985550276062;1
34;28;15.916559603487759;0
35;28;2.6379768255490954;0
36;28;2.126183164318155;1
37;28;12.078568900797343;1
