;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;28;5.396475139465235;0
25;28;0.8873972750250567;0
26;28;3.6842406984907528;0
27;28;1.5524507874962081;0
28;28;2.6090103403927265;0
29;28;0.9781718694593011;0
30;28;3.9418397304276604;0
31;28;4.288929998981494;0
32;28;5.2703328853229445;0
33;28;0.9196505495974501;0
34;28;4.34642719506206;0
35;28;5.148237266375793;0
36;28;4.339631804574074;0
37;28;1.9529790443874826;0
38;28;5.324099407408977;0
39;28;3.287331448230988;0
40;28;5.01082470298966;0
41;28;4.511689490716724;0
