;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;1;4.260944560241328;0
25;1;1.712001885807199;0
26;1;2.6892764529037905;0
27;11;1.6004095733762627;0
28;27;1.423124706041872;0
29;1;1.7075230482961261;0
30;1;2.9255743621985424;0
31;1;3.2439633878836727;0
32;1;4.1442130839893565;0
33;1;1.7065899641715556;0
34;7;3.6015972429875567;0
35;1;4.032213674386269;0
36;11;3.178570763367722;0
37;17;1.533203140296386;0
38;27;1.4259698906280847;0
39;13;2.936568619189952;0
40;4;3.865093787566385;0
41;9;3.354558267565269;0
