;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;28;0.8751473577804133;0
25;28;1.8063971076112912;0
26;28;1.4457061749367393;0
27;28;2.1189722584727324;0
28;28;2.615555248334096;0
29;28;1.7786392684567858;0
30;28;1.3598398309577702;0
31;28;1.244143074773159;0
32;28;0.9170087793260088;0
33;28;1.821556146660316;0
34;28;1.2805712745383957;0
35;28;0.9577073189750592;0
36;28;1.540684643883925;0
37;28;2.3072205392116314;0
38;28;0.8893181892624505;0
39;28;1.6894885513071491;0
40;28;1.1185507455093426;0
41;28;1.4324722626621325;0
