;Exposure time;Dose;Charge
0;1;1.8;1
1;1;1.7142857142857142;0
2;1;5.4;0
3;1;5.4;1
4;1;0.47368421052631576;0
5;1;16.2;0
6;1;16.2;1
7;1;15.428571428571429;0
8;28;1.8;0
9;28;1.8;1
10;28;1.7142857142857142;0
11;1;4.2631578947368425;0
12;28;0.8737864077669902;0
13;28;5.4;0
14;28;5.4;1
15;28;5.142857142857143;0
16;28;2.6213592233009706;0
17;28;2.6213592233009706;0
18;28;16.2;0
19;28;16.2;1
20;28;1.4210526315789473;0
21;28;7.864077669902912;0
22;28;7.864077669902912;0
23;28;4.2631578947368425;0
24;28;4.054890198723286;0
25;27;4.260206782076157;0
26;28;0.8873972750250567;0
27;28;1.5422653229806895;0
28;11;0.6290626343064262;0
29;28;0.8977367411969266;0
30;28;4.184990768881089;0
31;28;1.7042772927523295;0
32;28;1.9225730591383883;0
33;2;0.6505225132305427;0
34;1;0.48418468510328944;0
35;7;0.9736014020585428;0
36;3;0.6682773859690576;0
37;11;1.2932670428068647;0
